t_ms,hora,dur_ms,datos_hex,raw_completo
1785255478305,18:17:58.305,386,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 28 00 39 1A 98 1A 94 44 44 00 80 00 42 9E 78 75 56 6C 04 A7 75 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 11 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 28 00 39 1A 98 1A 94 44 44 00 80 00 42 9E 78 75 56 6C 04 A7 75 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 11 F5 65 6D
1785255478999,18:17:58.999,297,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 4C 1A 2E 44 44 00 80 00 42 9E 78 75 56 53 04 C4 76 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 4C 1A 2E 44 44 00 80 00 42 9E 78 75 56 53 04 C4 76 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65 CF
1785255479607,18:17:59.607,336,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 9B 1A C2 44 44 00 80 00 42 9E 78 75 56 45 04 B0 78 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 11 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 9B 1A C2 44 44 00 80 00 42 9E 78 75 56 45 04 B0 78 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 11 F5 65 93
1785255480255,18:18:00.255,383,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 70 1A 82 44 44 00 80 00 42 9E 78 75 56 70 04 B5 7D 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 70 1A 82 44 44 00 80 00 42 9E 78 75 56 70 04 B5 7D 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65 5C
1785255480946,18:18:00.946,351,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 64 1A 51 44 44 00 80 00 42 9E 78 75 56 64 04 BC 7A 67 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 64 1A 51 44 44 00 80 00 42 9E 78 75 56 64 04 BC 7A 67 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65 18
1785255481609,18:18:01.609,462,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 86 1A 75 44 44 00 80 00 42 9E 78 75 56 6A 04 B2 74 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 11 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 86 1A 75 44 44 00 80 00 42 9E 78 75 56 6A 04 B2 74 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 11 F5 65 54
1785255482386,18:18:02.386,337,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 4F 1A 51 44 44 00 80 00 42 9E 78 75 56 6B 04 AB 7B 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 4F 1A 51 44 44 00 80 00 42 9E 78 75 56 6B 04 AB 7B 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65 F9
1785255483036,18:18:03.036,330,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A AE 1A 88 44 44 00 80 00 42 9E 78 75 56 60 04 C1 7C 67 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A AE 1A 88 44 44 00 80 00 42 9E 78 75 56 60 04 C1 7C 67 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65 9C
1785255483672,18:18:03.672,349,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 16 1A 23 44 44 00 80 00 42 9E 78 75 56 74 04 B5 7E 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 06 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 16 1A 23 44 44 00 80 00 42 9E 78 75 56 74 04 B5 7E 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 06 10 F5 65 A9
1785255484334,18:18:04.334,338,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 83 1A 5C 44 44 00 80 00 42 9E 78 75 56 56 04 C1 74 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 83 1A 5C 44 44 00 80 00 42 9E 78 75 56 56 04 C1 74 66 64 0D 32 19 40 00 19 1B C0 57 46 00 00 71 05 10 F5 65 32
1785255484983,18:18:04.983,312,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 3A 18 E1 18 DF 44 44 00 80 00 42 9E 78 75 56 77 04 9A 73 66 64 0D 32 19 40 00 19 1B B3 57 46 00 00 71 08 10 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 3A 18 E1 18 DF 44 44 00 80 00 42 9E 78 75 56 77 04 9A 73 66 64 0D 32 19 40 00 19 1B B3 57 46 00 00 71 08 10 F5 65 E7
1785255485608,18:18:05.608,317,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 15 00 15 07 44 44 00 80 00 42 9E 78 75 56 49 05 17 74 65 64 0D 32 19 40 00 19 1B 67 57 46 00 00 71 16 0E F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 15 00 15 07 44 44 00 80 00 42 9E 78 75 56 49 05 17 74 65 64 0D 32 19 40 00 19 1B 67 57 46 00 00 71 16 0E F5 65 37
1785255486237,18:18:06.237,310,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 18 3E 18 56 44 44 00 80 00 42 9E 78 75 56 77 05 CD 7D 68 64 0D 32 19 40 00 19 1B 67 57 46 00 00 71 10 0C F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 18 3E 18 56 44 44 00 80 00 42 9E 78 75 56 77 05 CD 7D 68 64 0D 32 19 40 00 19 1B 67 57 46 00 00 71 10 0C F5 65 B2
1785255486861,18:18:06.861,361,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1B 99 1B DD 44 44 04 82 E8 42 9E 78 75 56 5B 06 6B 80 68 65 0D 32 19 40 00 19 1B 00 57 46 00 00 71 0F 0D F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1B 99 1B DD 44 44 04 82 E8 42 9E 78 75 56 5B 06 6B 80 68 65 0D 32 19 40 00 19 1B 00 57 46 00 00 71 0F 0D F5 65 20
1785255487536,18:18:07.536,308,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1F D3 1F C1 44 44 05 83 20 42 9E 78 75 56 7E 07 A9 75 68 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 06 13 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1F D3 1F C1 44 44 05 83 20 42 9E 78 75 56 7E 07 A9 75 68 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 06 13 F5 65 D3
1785255488157,18:18:08.157,357,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1C 21 1B F8 44 44 05 7F 84 41 9E 78 75 56 5D 07 99 81 69 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 0B 11 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1C 21 1B F8 44 44 05 7F 84 41 9E 78 75 56 5D 07 99 81 69 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 0B 11 F5 65 8F
1785255488827,18:18:08.827,399,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1C 6E 1C 75 44 44 07 81 C8 41 9E 78 75 56 68 07 55 76 68 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 0B 11 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1C 6E 1C 75 44 44 07 81 C8 41 9E 78 75 56 68 07 55 76 68 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 0B 11 F5 65 5D
1785255489541,18:18:09.541,321,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1E 9C 1E A5 44 44 08 82 40 41 9E 78 75 56 78 07 86 7E 69 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 08 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1E 9C 1E A5 44 44 08 82 40 41 9E 78 75 56 78 07 86 7E 69 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 08 12 F5 65 81
1785255490174,18:18:10.174,370,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1E 47 1E 56 44 44 09 81 3C 41 9E 78 75 56 76 07 CE 7C 69 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 08 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1E 47 1E 56 44 44 09 81 3C 41 9E 78 75 56 76 07 CE 7C 69 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 08 12 F5 65 1D
1785255490856,18:18:10.856,342,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1D B6 1D BA 44 44 08 7F 44 41 9E 78 75 56 7E 07 AE 78 68 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 09 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1D B6 1D BA 44 44 08 7F 44 41 9E 78 75 56 7E 07 AE 78 68 64 0D 32 19 40 00 19 1B 00 57 46 00 00 71 09 12 F5 65 D7
1785255491510,18:18:11.510,403,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 80 00 08 00 00 00 01 20 00 39 1D 9F 1D 9F 44 44 08 7F A0 41 9E 78 75 56 67 07 6D 77 68 64 0D 43 21 40 04 19 1B 00 57 46 00 00 71 09 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 80 00 08 00 00 00 01 20 00 39 1D 9F 1D 9F 44 44 08 7F A0 41 9E 78 75 56 67 07 6D 77 68 64 0D 43 21 40 04 19 1B 00 57 46 00 00 71 09 12 F5 65 C3
1785255492228,18:18:12.228,348,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 80 00 00 00 00 00 01 20 00 39 1F 0D 1F 28 44 44 08 80 28 41 9E 79 75 56 6E 07 BB 79 68 65 0D 4A 25 40 17 19 1B 67 56 46 00 00 71 0B 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 80 00 00 00 00 00 01 20 00 39 1F 0D 1F 28 44 44 08 80 28 41 9E 79 75 56 6E 07 BB 79 68 65 0D 4A 25 40 17 19 1B 67 56 46 00 00 71 0B 12 F5 65 1E
1785255492889,18:18:12.889,338,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 80 00 00 00 00 00 01 20 00 39 22 91 22 ED 44 44 09 81 54 41 9E 79 75 56 6A 08 5C 79 69 66 0D 48 24 40 15 19 1B 8F 56 46 00 00 71 09 14 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 80 00 00 00 00 00 01 20 00 39 22 91 22 ED 44 44 09 81 54 41 9E 79 75 56 6A 08 5C 79 69 66 0D 48 24 40 15 19 1B 8F 56 46 00 00 71 09 14 F5 65 5E
1785255493541,18:18:13.541,318,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 20 CE 20 76 44 44 09 80 F0 41 9E 79 75 56 7C 08 5B 81 69 64 0D 37 1C 40 00 19 1B 00 56 46 00 00 71 03 13 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 20 CE 20 76 44 44 09 80 F0 41 9E 79 75 56 7C 08 5B 81 69 64 0D 37 1C 40 00 19 1B 00 56 46 00 00 71 03 13 F5 65 18
1785255494174,18:18:14.174,351,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1D 2E 1D 43 44 44 08 7D E4 41 9E 79 75 56 73 08 04 7C 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 08 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1D 2E 1D 43 44 44 08 7D E4 41 9E 79 75 56 73 08 04 7C 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 08 12 F5 65 C4
1785255494836,18:18:14.836,341,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1E 8C 1E 92 44 44 08 80 20 41 9E 79 75 56 77 07 B9 78 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 07 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1E 8C 1E 92 44 44 08 80 20 41 9E 79 75 56 77 07 B9 78 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 07 12 F5 65 65
1785255495490,18:18:15.490,328,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1F 08 1F 0D 44 44 08 80 58 41 9E 79 75 56 7C 07 CC 7B 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 13 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 20 00 39 1F 08 1F 0D 44 44 08 80 58 41 9E 79 75 56 7C 07 CC 7B 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 13 F5 65 B1
1785255496133,18:18:16.133,324,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 00 00 00 39 1E 98 1E 93 44 44 08 7F F0 41 9E 79 75 56 74 07 D5 79 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 07 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 00 00 00 39 1E 98 1E 93 44 44 08 7F F0 41 9E 79 75 56 74 07 D5 79 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 07 12 F5 65 3A
1785255496770,18:18:16.770,315,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 00 00 00 39 1F FB 20 14 44 44 08 80 AC 41 9E 79 75 56 64 08 08 79 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 13 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 00 00 00 39 1F FB 20 14 44 44 08 80 AC 41 9E 79 75 56 64 08 08 79 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 13 F5 65 02
1785255497399,18:18:17.399,368,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 00 00 00 39 20 48 20 35 44 44 08 80 30 41 9E 79 75 56 7E 08 1D 7B 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 13 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 00 00 00 39 20 48 20 35 44 44 08 80 30 41 9E 79 75 56 7E 08 1D 7B 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 13 F5 65 26
1785255498077,18:18:18.077,397,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 38 00 39 1D E8 1D E1 44 44 08 7F 94 41 9E 79 74 56 76 07 D1 7D 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 12 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 38 00 39 1D E8 1D E1 44 44 08 7F 94 41 9E 79 74 56 76 07 D1 7D 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 06 12 F5 65 B3
1785255498788,18:18:18.788,342,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 38 00 39 1F 9E 1F 97 44 44 07 7E 5C 41 9E 79 74 56 7B 07 F8 7B 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 04 13 F5 65,80 F1 11 46 61 01 00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 EF 81 00 09 00 00 00 01 38 00 39 1F 9E 1F 97 44 44 07 7E 5C 41 9E 79 74 56 7B 07 F8 7B 68 64 0D 32 19 40 00 19 1B 00 56 45 00 00 71 04 13 F5 65 12
