t_ms,hora,datos_hex
1785249047373,16:30:47.754,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 39 1A 7D 1A A1 44 44 00 80 00 31 AE 9C 5E 58 74 04 E6 77 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249047874,16:30:48.231,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 74 1A 74 44 44 00 80 00 31 AE 9C 5E 58 6F 04 E8 76 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249048374,16:30:48.722,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 80 1A 9C 44 44 00 80 00 31 AE 9B 5E 58 61 04 EA 7D 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249048875,16:30:49.227,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 39 1A 7A 1A 87 44 44 00 80 00 31 AE 9C 5E 58 59 04 E9 73 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249049376,16:30:49.679,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 39 1A 86 1A 88 44 44 00 80 00 31 AE 9C 5E 58 44 04 DD 7B 67 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249049877,16:30:50.177,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 80 1A 84 44 44 00 80 00 31 AE 9B 5E 58 4C 04 D5 78 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249050378,16:30:50.679,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 8F 1A 96 44 44 00 80 00 31 AE 9B 5E 58 6E 04 D8 73 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249050879,16:30:51.176,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 8C 1A 89 44 44 00 80 00 31 AE 9B 5E 58 74 04 D6 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249051381,16:30:51.677,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 9B 1A 8C 44 44 00 80 00 31 AE 9B 5E 58 6E 04 E9 78 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249051884,16:30:52.185,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 95 1A 80 44 44 00 80 00 31 AE 9B 5E 58 4A 04 DF 74 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 64
1785249052390,16:30:52.691,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 70 1A 6B 44 44 00 80 00 31 AE 9B 5E 58 6C 04 E7 7D 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 64
1785249052893,16:30:53.198,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 83 1A 83 44 44 00 80 00 31 AE 9B 5E 58 72 04 EF 77 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249053395,16:30:53.701,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 70 1A 78 44 44 00 80 00 31 AE 9B 5E 58 63 04 EF 7A 67 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249053897,16:30:54.196,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 38 1A 89 1A 9A 44 44 00 80 00 31 AE 9B 60 58 46 04 ED 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249054399,16:30:54.720,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 38 1A 92 1A 92 44 44 00 80 00 31 AE 9B 60 58 5D 04 CF 77 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249054900,16:30:55.203,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A A8 1A A5 44 44 00 80 00 31 AE 9B 60 58 6C 04 D8 77 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249055405,16:30:55.739,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 39 1A 98 1A 83 44 44 00 80 00 31 AE 9B 60 58 4C 04 DF 7D 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249055924,16:30:56.222,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 38 1A 92 1A 8C 44 44 00 80 00 31 AE 9B 60 58 6E 04 D9 78 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249056425,16:30:56.722,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 20 00 38 1A 95 1A B2 44 44 00 80 00 31 AE 9B 60 58 6C 04 EF 76 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249056926,16:30:57.225,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 28 00 39 1A 89 1A 96 44 44 00 80 00 31 AE 9B 60 58 59 04 FA 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249057427,16:30:57.721,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 25 1A 27 44 44 00 80 00 31 AE 9B 60 58 4C 04 E9 73 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 07 0C F4 64
1785249057928,16:30:58.224,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 28 00 39 1A A5 1A A5 44 44 00 80 00 31 AE 9B 60 58 4A 04 E2 7D 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249058429,16:30:58.719,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A C1 1A C8 44 44 00 80 00 31 AE 9B 60 58 6D 04 E4 7A 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249058932,16:30:59.224,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 70 1A 68 44 44 00 80 00 31 AE 9B 60 58 74 04 E9 73 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249059433,16:30:59.712,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A AB 1A 9A 44 44 00 80 00 31 AE 9B 60 58 5D 04 F0 7B 67 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 64
1785249059933,16:31:00.233,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 80 1A 74 44 44 00 80 00 31 AE 9B 60 58 46 04 F7 78 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249060434,16:31:00.731,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A A2 1A 81 44 44 00 80 00 31 AE 9B 60 58 56 04 EB 73 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 64
1785249060935,16:31:01.207,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 89 1A 7F 44 44 00 80 00 31 AE 9B 60 58 6A 04 D3 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249061436,16:31:01.735,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 7A 1A 7D 44 44 00 80 00 31 AE 9B 60 58 74 04 EE 79 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249061937,16:31:02.235,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 92 1A AB 44 44 00 80 00 31 AE 9B 60 58 66 04 FD 74 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F4 64
1785249062437,16:31:02.760,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 86 1A 80 44 44 00 80 00 31 AE 9B 60 58 74 04 EF 7D 67 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249062939,16:31:03.222,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 52 1A 83 44 44 00 80 00 31 AE 9B 60 58 57 04 DE 76 66 64 0D 32 19 40 00 3A 4A C0 3F 30 00 00 64 06 0C F5 65
1785249063442,16:31:03.723,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 89 1A 87 44 44 00 80 00 31 AE 9B 60 58 6B 04 D3 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249063943,16:31:04.238,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 8F 1A 8F 44 44 00 80 00 31 AE 9B 60 58 70 04 D9 7C 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249064444,16:31:04.740,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A B1 1A A6 44 44 00 80 00 31 AE 9B 60 58 6C 04 EC 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249064944,16:31:05.218,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 8F 1A 69 44 44 00 80 00 31 AE 9B 60 58 5A 04 F0 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249065445,16:31:05.723,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 98 1A 82 44 44 00 80 00 31 AE 9B 60 58 58 04 E0 7C 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249065946,16:31:06.239,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 89 1A 86 44 44 00 80 00 31 AE 9B 60 58 69 04 DF 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249066448,16:31:06.748,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 6D 1A 80 44 44 00 80 00 31 AE 9A 60 58 74 04 EC 7B 67 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249066950,16:31:07.249,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A A2 1A A9 44 44 00 80 00 31 AE 9A 60 58 72 04 F6 7A 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249067452,16:31:07.753,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 9B 1A B3 44 44 00 80 00 31 AE 9A 60 58 44 04 E9 73 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249067954,16:31:08.237,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 74 1A 70 44 44 00 80 00 31 AE 9A 60 58 6F 04 D5 7D 67 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249068454,16:31:08.749,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 98 1A 96 44 44 00 80 00 31 AE 9A 60 58 6D 04 DE 7A 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249068955,16:31:09.251,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 8F 1A 89 44 44 00 80 00 31 AE 9A 60 58 74 04 E7 73 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249069458,16:31:09.743,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 8C 1A 7D 44 44 00 80 00 31 AE 9A 60 58 70 04 EB 7D 67 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249069960,16:31:10.255,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 83 1A 70 44 44 00 80 00 31 AE 9A 60 58 62 04 E7 77 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 64
1785249070460,16:31:10.745,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 9F 1A 79 44 44 00 80 00 31 AE 9A 60 58 50 04 EB 74 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 64
1785249070960,16:31:11.268,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 95 1A 9C 44 44 00 80 00 31 AE 9A 60 58 6E 04 F0 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249071460,16:31:11.735,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A B4 1A B1 44 44 00 80 00 31 AE 9A 60 58 6F 04 E5 79 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249071962,16:31:12.236,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 70 1A 8B 44 44 00 80 00 31 AE 9A 60 58 68 04 F0 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249072463,16:31:12.739,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 92 1A 93 44 44 00 80 00 31 AE 9A 60 58 45 04 EB 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249072965,16:31:13.258,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 7D 1A A4 44 44 00 80 00 31 AE 9A 60 58 5A 04 D9 76 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249073466,16:31:13.771,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 19 E4 19 DC 44 44 00 80 00 31 AE 9A 60 58 74 04 E6 74 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 07 0C F5 65
1785249073967,16:31:14.274,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1B 03 1A EA 44 44 00 80 00 31 AE 9A 60 58 63 04 F3 7D 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249074469,16:31:14.752,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A BB 1A B4 44 44 00 80 00 31 AE 9A 60 58 67 04 FD 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249074969,16:31:15.257,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 38 1A C4 1A A2 44 44 00 80 00 31 AE 9A 60 58 46 04 F1 74 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249075470,16:31:15.747,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 38 1A 95 1A 95 44 44 00 80 00 31 AE 9A 60 58 6A 04 DE 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249075970,16:31:16.272,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 38 1A 74 1A 76 44 44 00 80 00 31 AE 9A 60 58 6E 04 DE 78 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249076472,16:31:16.772,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 38 1A 9F 1A B2 44 44 00 80 00 31 AE 9A 60 58 6C 04 F7 76 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249076975,16:31:17.272,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A 70 1A 86 44 44 00 80 00 31 AE 9A 60 58 55 04 EE 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249077477,16:31:17.751,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A 70 1A A5 44 44 00 80 00 31 AE 9A 60 58 3C 04 D3 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249077978,16:31:18.260,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A A5 1A A2 44 44 00 80 00 30 AE 9A 60 58 67 04 DA 76 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249078480,16:31:18.777,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A A5 1A 98 44 44 00 80 00 30 AE 9A 60 58 74 04 E6 7E 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249078980,16:31:19.277,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A 77 1A 6C 44 44 00 80 00 30 AE 9A 60 58 70 04 F4 74 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F5 65
1785249079481,16:31:19.755,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 39 1A C7 1A AA 44 44 00 80 00 31 AE 9A 60 58 5D 04 E6 76 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249079981,16:31:20.281,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 18 00 38 1A 83 1A 7E 44 44 00 80 00 30 AE 9A 60 58 53 04 E8 7C 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249080483,16:31:20.780,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 9F 1A 9A 44 44 00 80 00 30 AE 9A 60 58 69 04 E2 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249080984,16:31:21.281,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 64 1A 6D 44 44 00 80 00 30 AE 9A 60 58 6F 04 EB 7B 67 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249081485,16:31:21.759,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A C1 1A C2 44 44 00 80 00 30 AE 9A 60 58 68 04 FD 7C 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249081985,16:31:22.300,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 95 1A 98 44 44 00 80 00 30 AE 9A 60 58 69 04 DC 75 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249082486,16:31:22.766,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 38 1A 98 1A 9C 44 44 00 80 00 30 AE 9A 60 58 5B 04 D7 7A 67 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249082986,16:31:23.285,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A A5 1A AA 44 44 00 80 00 30 AE 9A 60 58 6A 04 D1 79 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
1785249083488,16:31:23.788,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 01 38 00 39 1A 83 1A 7F 44 44 00 80 00 30 AE 9A 60 58 70 04 D7 73 66 64 0D 32 19 40 00 3A 4A C0 3F 31 00 00 64 06 0C F4 64
