t_ms,hora,datos_hex
1785249738738,16:42:19.045,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 39 1A A8 1A C6 44 44 00 80 00 30 B0 98 61 56 75 04 F0 74 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249739139,16:42:19.445,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 39 1A BE 1A 90 44 44 00 80 00 30 B0 98 61 56 4B 04 EC 7A 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249739542,16:42:19.861,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 7D 1A 69 44 44 00 80 00 30 B0 98 61 56 62 04 F7 78 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249739963,16:42:20.263,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A5 1A 91 44 44 00 80 00 30 B0 98 61 56 5E 04 F3 75 66 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249740364,16:42:20.636,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 9F 1A A8 44 44 00 80 00 30 B0 98 61 56 6D 04 F7 7D 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249740768,16:42:21.064,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A8 1A 70 44 44 00 80 00 30 B0 98 61 56 59 04 DF 7A 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249741169,16:42:21.468,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 8F 1A 65 44 44 00 80 00 30 B0 98 61 56 73 04 E8 74 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249741570,16:42:21.865,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 92 1A B0 44 44 00 80 00 30 B0 98 61 56 61 04 E9 7A 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249741971,16:42:22.267,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A8 1A A0 44 44 00 80 00 30 B0 98 61 56 61 04 DB 7E 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249742372,16:42:22.671,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 92 1A 83 44 44 00 80 00 30 B0 98 61 56 6F 04 F2 73 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249742773,16:42:23.070,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 4C 1A 6B 44 44 00 80 00 30 B0 98 61 56 3B 04 EC 7A 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249743174,16:42:23.473,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 80 1A 78 44 44 00 80 00 30 B0 98 61 56 6A 04 E5 7E 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249743577,16:42:23.874,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A D4 1A 92 44 44 00 80 00 30 B0 98 61 56 60 04 F3 73 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249743980,16:42:24.252,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 52 1A 90 44 44 00 80 00 30 B0 98 61 56 45 04 D4 79 66 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249744382,16:42:24.655,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 7A 1A 7D 44 44 00 80 00 30 B0 98 61 56 73 04 E3 7F 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249744784,16:42:25.089,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 98 1A 76 44 44 00 80 00 30 B0 97 61 56 52 04 F4 73 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249745185,16:42:25.484,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A2 1A 96 44 44 00 80 00 30 B0 98 61 56 6A 04 E5 7A 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249745587,16:42:25.882,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 7D 1A 85 44 44 00 80 00 30 B0 98 61 56 72 04 F1 7F 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 06 10 F4 64
1785249745988,16:42:26.286,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A BB 1A 7A 44 44 00 80 00 30 B0 97 61 56 4C 04 E2 74 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249746389,16:42:26.690,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A C1 1A A4 44 44 00 80 00 30 B0 97 61 56 75 04 F2 79 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249746790,16:42:27.070,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 7D 1A A4 44 44 00 80 00 30 B0 97 61 56 4F 04 E8 7F 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249747191,16:42:27.467,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 92 1A 8C 44 44 00 80 00 30 B0 97 61 56 5E 04 E3 75 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249747591,16:42:27.869,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 9F 1A A0 44 44 00 80 00 30 B0 97 61 56 73 04 EA 78 66 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249747991,16:42:28.288,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 7D 1A A9 44 44 00 80 00 30 B0 97 61 56 5A 04 EB 7F 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249748393,16:42:28.688,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 9F 1A 96 44 44 00 80 00 30 B0 97 61 56 5C 04 D7 76 67 64 0D 32 19 40 00 4C 49 C0 48 38 00 00 6C 05 10 F4 64
1785249748794,16:42:29.092,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A8 1A A1 44 44 00 80 00 30 B0 97 61 56 76 04 DB 77 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249749195,16:42:29.501,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 61 1A 96 44 44 00 80 00 30 B0 97 61 56 45 04 D5 7F 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249749597,16:42:29.896,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 80 1A 86 44 44 00 80 00 30 B0 97 61 56 6F 04 E6 76 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 06 10 F4 64
1785249749999,16:42:30.301,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 95 1A 77 44 44 00 80 00 30 B0 97 61 56 5F 04 EE 77 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249750400,16:42:30.709,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 98 1A A1 44 44 00 80 00 30 B0 97 61 56 56 04 DF 7D 67 64 0D 32 19 40 00 4C 49 C0 47 38 00 00 6C 05 10 F4 64
1785249750801,16:42:31.086,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 9B 1A 9B 44 44 00 80 00 30 B0 97 61 56 74 04 E7 78 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249751202,16:42:31.482,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A C1 1A AC 44 44 00 80 00 30 B0 97 61 56 66 04 E5 74 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249751602,16:42:31.894,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A8 1A E5 44 44 00 80 00 30 B0 97 61 56 52 04 DC 7C 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 11 F4 64
1785249752002,16:42:32.301,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 58 1A 7B 44 44 00 80 00 30 B0 97 61 56 74 04 EB 7C 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 06 10 F4 64
1785249752403,16:42:32.694,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 7A 1A 4F 44 44 00 80 00 30 B0 97 61 56 5E 04 F3 73 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 06 10 F4 64
1785249752804,16:42:33.107,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 92 1A 9D 44 44 00 80 00 30 B0 97 61 56 68 04 DD 7A 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249753205,16:42:33.479,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A A2 1A A0 44 44 00 80 00 30 B0 97 61 56 71 04 E8 7E 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249753606,16:42:33.900,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 95 1A 56 44 44 00 80 00 30 B0 97 61 56 68 04 F1 73 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249754007,16:42:34.303,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 74 1A BF 44 44 00 80 00 30 B0 97 61 56 63 04 D4 79 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249754409,16:42:34.723,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 98 1A C4 44 44 00 80 00 30 B0 97 61 56 53 04 E6 7B 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
1785249754809,16:42:35.098,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 80 1A 73 44 44 00 80 00 30 B0 97 61 56 48 04 F0 74 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 06 10 F4 64
1785249755210,16:42:35.508,00 00 00 00 00 00 00 00 18 00 42 00 00 A2 EF 34 A7 2F 00 00 7F 81 00 01 00 00 00 00 00 00 38 1A 95 1A 8E 44 44 00 80 00 30 B0 97 61 56 6C 04 E2 7A 67 64 0D 32 19 40 00 4C 49 C0 48 39 00 00 6C 05 10 F4 64
